current node = 19,op = LOADB,unmapped nodes = 28,mapped nodes = 0,freeMemNodes = 48,unmappedMemNodes = 5,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader.preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 48
current node = 22,op = CMERGE,unmapped nodes = 27,mapped nodes = 1,freeMemNodes = 47,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader_3_1,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 64
current node = 3,op = SELECT,unmapped nodes = 26,mapped nodes = 2,freeMemNodes = 46,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 63
current node = 4,op = ADD,unmapped nodes = 25,mapped nodes = 3,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 2
current node = 6,op = OLOAD,unmapped nodes = 24,mapped nodes = 4,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 92
current node = 5,op = CMP,unmapped nodes = 23,mapped nodes = 5,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 5
current node = 21,op = CMERGE,unmapped nodes = 22,mapped nodes = 6,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader_3_0,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 3
current node = 9,op = OLOAD,unmapped nodes = 21,mapped nodes = 7,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 89
current node = 25,op = LS,unmapped nodes = 20,mapped nodes = 8,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 58
current node = 24,op = LS,unmapped nodes = 19,mapped nodes = 9,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 57
current node = 23,op = LS,unmapped nodes = 18,mapped nodes = 10,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 77
current node = 14,op = ADD,unmapped nodes = 17,mapped nodes = 11,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 61
current node = 8,op = ADD,unmapped nodes = 16,mapped nodes = 12,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 59
current node = 15,op = LOAD,unmapped nodes = 15,mapped nodes = 13,freeMemNodes = 45,unmappedMemNodes = 4,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 34
current node = 17,op = OLOAD,unmapped nodes = 14,mapped nodes = 14,freeMemNodes = 44,unmappedMemNodes = 3,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 82
current node = 10,op = LOAD,unmapped nodes = 13,mapped nodes = 15,freeMemNodes = 44,unmappedMemNodes = 3,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 32
current node = 12,op = OLOAD,unmapped nodes = 12,mapped nodes = 16,freeMemNodes = 43,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 80
