current node = 19,op = LOADB,unmapped nodes = 28,mapped nodes = 0,freeMemNodes = 48,unmappedMemNodes = 5,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader.preheader,mutexPathEn = 1,Iter = 0
current node = 16,op = ADD,unmapped nodes = 11,mapped nodes = 17,freeMemNodes = 43,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 57
current node = 11,op = ADD,unmapped nodes = 10,mapped nodes = 18,freeMemNodes = 42,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 57
current node = 20,op = CMERGE,unmapped nodes = 9,mapped nodes = 19,freeMemNodes = 41,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader_0_1,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 50
current node = 13,op = MUL,unmapped nodes = 8,mapped nodes = 20,freeMemNodes = 41,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 55
current node = 0,op = SELECT,unmapped nodes = 7,mapped nodes = 21,freeMemNodes = 40,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 54
current node = 1,op = ADD,unmapped nodes = 6,mapped nodes = 22,freeMemNodes = 40,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 1
current node = 18,op = CMERGE,unmapped nodes = 5,mapped nodes = 23,freeMemNodes = 40,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader_0_0,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 4
current node = 29,op = MOVC,unmapped nodes = 4,mapped nodes = 24,freeMemNodes = 40,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader.preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 72
current node = 20027,op = MOVC,unmapped nodes = 3,mapped nodes = 25,freeMemNodes = 40,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .loopexit.loopexit,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 71
current node = 28,op = STOREB,unmapped nodes = 2,mapped nodes = 26,freeMemNodes = 40,unmappedMemNodes = 2,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader.preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 23
current node = 20026,op = STOREB,unmapped nodes = 1,mapped nodes = 27,freeMemNodes = 39,unmappedMemNodes = 1,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .loopexit.loopexit,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 32
current node = 2,op = OSTORE,unmapped nodes = 0,mapped nodes = 28,freeMemNodes = 38,unmappedMemNodes = 0,II = 6,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 53
