119	2
118	2
127	2
126	2
109	3
108	3
59	3
58	3
128	9
67	2
121	2
110	3
111	2
103	3
120	2
60	7
68	8
81	2
112	2
82	8
132	8
131	8
135	8
134	8
138	8
137	8
116	3
115	3
69	8
83	8
133	8
136	8
104	3
122	2
139	8
113	8
42	4
41	4
80	4
114	8
70	8
84	8
141	7
140	7
156	3
155	3
129	2
130	2
30	4
29	4
100	4
146	2
145	2
32	4
31	4
125	2
123	2
1	4
0	4
107	3
117	3
105	3
151	9
150	9
33	4
38	4
124	2
2	4
18	4
71	8
106	3
85	8
157	3
147	2
101	8
152	9
142	7
34	6
9	6
36	4
72	2
93	2
49	6
48	6
54	6
53	6
86	3
79	3
3	6
16	4
94	2
61	3
73	2
55	6
10	6
46	6
45	6
87	3
50	6
47	6
74	2
88	3
11	6
95	2
62	3
5	0
4	6
35	6
64	0
76	0
90	0
97	0
75	0
63	0
89	3
12	6
96	2
19	4
24	4
39	4
20	4
57	6
173	6
52	6
171	6
13	6
6	6
21	4
25	4
28	0
27	4
168	4
170	0
172	0
174	0
176	0
178	0
180	0
182	5
154	0
179	0
149	0
177	0
44	4
169	4
159	0
181	0
161	1
160	1
166	5
183	5
144	0
175	0
56	6
158	0
165	5
51	6
148	0
153	0
26	4
43	4
65	0
143	0
7	6
22	4
77	0
14	6
162	1
164	1
91	0
98	0
102	8
99	0
17	4
37	4
15	6
66	0
40	4
92	0
23	4
167	5
20184	1
20186	1
78	0
20185	1
8	6
20187	1
