current node = 14,op = LOADB,unmapped nodes = 25,mapped nodes = 0,freeMemNodes = 40,unmappedMemNodes = 5,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 40
current node = 15,op = CMERGE,unmapped nodes = 24,mapped nodes = 1,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = _0_0,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 62
current node = 0,op = SELECT,unmapped nodes = 23,mapped nodes = 2,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 64
current node = 1,op = ADD,unmapped nodes = 22,mapped nodes = 3,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 5
current node = 2,op = CMP,unmapped nodes = 21,mapped nodes = 4,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 4
current node = 16,op = CMERGE,unmapped nodes = 20,mapped nodes = 5,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = _0_1,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 5
current node = 5,op = OLOAD,unmapped nodes = 19,mapped nodes = 6,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 74
current node = 11,op = OLOAD,unmapped nodes = 18,mapped nodes = 7,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 73
current node = 20,op = LS,unmapped nodes = 17,mapped nodes = 8,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 58
current node = 19,op = LS,unmapped nodes = 16,mapped nodes = 9,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 62
current node = 22,op = LS,unmapped nodes = 15,mapped nodes = 10,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 56
current node = 21,op = LS,unmapped nodes = 14,mapped nodes = 11,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 60
current node = 4,op = ADD,unmapped nodes = 13,mapped nodes = 12,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 60
current node = 10,op = ADD,unmapped nodes = 12,mapped nodes = 13,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 51
current node = 6,op = LOAD,unmapped nodes = 11,mapped nodes = 14,freeMemNodes = 39,unmappedMemNodes = 4,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = ,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 29
current node = 17,op = CMERGE,unmapped nodes = 10,mapped nodes = 15,freeMemNodes = 38,unmappedMemNodes = 3,II = 5,btCredits = 0,CGRA=stdnoc_2x2tiles_2x2PEs.json,MaxHops=4,BB = _13_0,mutexPathEn = 1,Iter = 0
estimatedRouteInfo[node].size = 48
