current node = 12,op = LOADB,unmapped nodes = 20,mapped nodes = 0,freeMemNodes = 32,unmappedMemNodes = 4,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader.preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 32
current node = 13,op = CMERGE,unmapped nodes = 19,mapped nodes = 1,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader_0_1,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 40
current node = 0,op = SELECT,unmapped nodes = 18,mapped nodes = 2,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 49
current node = 1,op = ADD,unmapped nodes = 17,mapped nodes = 3,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 4
current node = 3,op = OLOAD,unmapped nodes = 16,mapped nodes = 4,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 60
current node = 2,op = CMP,unmapped nodes = 15,mapped nodes = 5,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 4
current node = 11,op = CMERGE,unmapped nodes = 14,mapped nodes = 6,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader_0_0,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 3
current node = 6,op = OLOAD,unmapped nodes = 13,mapped nodes = 7,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 57
current node = 17,op = LS,unmapped nodes = 12,mapped nodes = 8,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 43
current node = 16,op = LS,unmapped nodes = 11,mapped nodes = 9,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 35
current node = 5,op = ADD,unmapped nodes = 10,mapped nodes = 10,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 33
current node = 15,op = CMERGE,unmapped nodes = 9,mapped nodes = 11,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader_10_1,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 32
current node = 10,op = SELECT,unmapped nodes = 8,mapped nodes = 12,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 29
current node = 7,op = LOAD,unmapped nodes = 7,mapped nodes = 13,freeMemNodes = 31,unmappedMemNodes = 3,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 1
current node = 8,op = ADD,unmapped nodes = 6,mapped nodes = 14,freeMemNodes = 30,unmappedMemNodes = 2,II = 4,btCredits = 0,CGRA=stdnoc_2x4tiles_2x1PEs.json,MaxHops=4,BB = .preheader,mutexPathEn = 1,Iter = 1
estimatedRouteInfo[node].size = 1
