 34	 35
 34	 37
 34	 61
 35	 0
 37	 33
 0	 1
 0	 45
 0	 56
 1	 2
 1	 36
 45	 5
 56	 25
 11	 44
 11	 55
 44	 5
 55	 25
 10	 43
 10	 54
 43	 5
 54	 25
 9	 42
 9	 53
 42	 5
 53	 25
 8	 41
 8	 52
 41	 5
 52	 25
 7	 40
 7	 51
 40	 5
 51	 25
 6	 39
 6	 50
 39	 5
 50	 25
 5	 12
 25	 26
 26	 27
 12	 13
 13	 14
 27	 28
 28	 49
 28	 58
 29	 28
 15	 14
 14	 47
 14	 48
 47	 16
 48	 22
 31	 57
 57	 30
 49	 22
 58	 30
 22	 23
 17	 46
 46	 16
 30	 32
 16	 18
 32	 24
 23	 24
 24	 19
 24	 33
 18	 19
 19	 20
 33	 20
 2	 36
 2	 38
 2	 20059
 36	 0
 20	 21
 20	 38
 3	 2
 38	 33
 20060	 20059
 62	 61
