373	3
374	3
460	3
0	3
1	3
5	1
416	3
417	3
250	3
251	1
6	1
252	1
7	1
14	1
20	1
26	1
32	1
38	1
44	1
50	1
56	1
62	1
68	1
74	1
80	1
86	1
92	2
98	2
104	2
110	2
116	2
122	2
128	2
134	2
140	2
146	2
152	2
158	2
164	0
170	0
176	0
182	0
188	0
194	0
200	0
206	0
212	0
218	0
224	0
230	0
236	0
414	0
253	1
256	1
259	1
262	1
265	1
268	1
271	1
274	1
277	1
280	1
283	1
286	1
289	1
292	1
295	1
298	2
301	2
304	2
307	2
310	2
313	2
316	2
319	2
322	2
325	2
328	0
331	0
334	0
337	0
340	0
343	0
346	0
349	0
352	0
355	0
358	0
361	0
364	0
367	0
457	0
242	0
413	0
370	0
456	0
243	3
248	3
415	3
412	0
237	0
368	0
455	0
371	3
231	0
365	0
247	3
244	3
454	0
411	0
238	0
369	0
362	0
239	0
366	0
410	0
453	0
225	0
13	3
249	3
245	3
232	0
246	3
452	0
363	0
359	0
219	0
233	0
409	0
240	0
226	0
227	0
356	0
241	0
213	0
234	0
360	0
220	0
408	0
451	0
221	0
207	0
235	0
357	0
407	0
214	0
228	0
450	0
353	0
449	0
406	0
354	0
208	0
215	0
229	0
201	0
350	0
222	0
195	0
209	0
448	0
347	0
223	0
405	0
202	0
216	0
351	0
196	0
217	0
344	0
189	0
210	0
203	0
447	0
348	0
404	0
341	0
197	0
190	0
403	0
345	0
211	0
446	0
183	0
204	0
205	0
177	0
338	0
445	0
342	0
402	0
184	0
191	0
198	0
178	0
444	0
335	0
339	0
185	0
199	0
401	0
192	0
171	0
165	0
186	0
332	0
179	0
193	0
400	2
172	0
336	0
443	2
187	0
329	2
442	2
173	0
333	0
180	0
159	2
166	0
399	2
167	0
153	2
160	2
330	2
174	0
181	0
441	2
326	2
398	2
147	2
154	2
397	2
161	2
168	0
323	2
327	2
440	2
175	0
141	2
169	0
162	2
155	2
148	2
396	2
320	2
439	2
324	2
156	2
149	2
321	2
142	2
163	2
317	2
135	2
395	2
438	2
143	2
318	2
437	2
394	2
157	2
136	2
150	2
314	2
129	2
130	2
151	2
137	2
144	2
315	2
123	2
393	2
436	2
311	2
131	2
392	2
117	2
312	2
138	2
124	2
308	2
145	2
435	2
309	2
139	2
305	2
125	2
391	2
132	2
111	2
434	2
118	2
133	2
306	2
119	2
126	2
105	2
302	2
390	2
433	2
112	2
432	2
99	2
389	2
299	2
127	2
113	2
106	2
303	2
120	2
388	1
296	2
100	2
300	2
107	2
121	2
93	2
114	2
431	1
115	2
387	1
293	1
94	2
101	2
297	2
108	2
430	1
87	1
102	2
386	1
95	2
290	1
88	1
429	1
109	2
81	1
294	1
82	1
103	2
291	1
428	1
385	1
96	2
89	1
287	1
75	1
97	2
76	1
69	1
288	1
427	1
83	1
284	1
384	1
90	1
63	1
77	1
84	1
281	1
383	1
91	1
426	1
70	1
285	1
78	1
382	1
85	1
57	1
64	1
282	1
71	1
278	1
425	1
381	1
72	1
279	1
79	1
58	1
424	1
65	1
275	1
51	1
59	1
276	1
66	1
423	1
45	1
380	1
52	1
73	1
272	1
273	1
67	1
53	1
46	1
39	1
269	1
60	1
379	1
422	1
421	1
270	1
378	1
47	1
61	1
40	1
33	1
266	1
54	1
267	1
377	1
55	1
420	1
34	1
41	1
263	1
48	1
27	1
35	1
28	1
264	1
419	1
260	1
49	1
21	1
42	1
376	1
43	1
418	1
29	1
261	1
257	1
15	1
36	1
375	1
22	1
23	1
37	1
8	1
16	1
30	1
254	1
258	1
31	1
255	1
17	1
24	1
9	1
10	3
25	1
18	1
19	1
11	3
3	3
2	3
12	3
372	3
20458	3
20459	3
461	3
